Uid,year,name,type,who,Nart,link
urn:nir:stato:decreto.legislativo:1996;434,1996,Decreto legislativo 24 luglio 434/1996,decreto.legislativo,stato,17,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;434
urn:nir:stato:decreto.legislativo:1996;433,1996,Decreto legislativo 24 luglio 433/1996,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;433
urn:nir:stato:decreto.legislativo:1996;432,1996,Decreto legislativo 24 luglio 432/1996,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;432
urn:nir:stato:decreto.legislativo:1996;415,1996,Decreto legislativo 23 luglio 415/1996,decreto.legislativo,stato,70,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;415
urn:nir:stato:decreto.legislativo:1996;414,1996,Decreto legislativo 29 giugno 414/1996,decreto.legislativo,stato,5,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;414
urn:nir:stato:decreto.legislativo:1996;367,1996,Decreto legislativo 29 giugno 367/1996,decreto.legislativo,stato,25,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;367
urn:nir:stato:decreto.legislativo:1996;336,1996,Decreto legislativo 11 giugno 336/1996,decreto.legislativo,stato,46,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;336
urn:nir:stato:decreto.legislativo:1996;258,1996,Decreto legislativo 12 aprile 258/1996,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;258
urn:nir:stato:decreto.legislativo:1996;256,1996,Decreto legislativo 19 marzo 256/1996,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;256
urn:nir:stato:decreto.legislativo:1996;251,1996,Decreto legislativo 19 marzo 251/1996,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;251
urn:nir:stato:decreto.legislativo:1996;249,1996,Decreto legislativo 15 marzo 249/1996,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;249
urn:nir:stato:decreto.legislativo:1996;242,1996,Decreto legislativo 19 marzo 242/1996,decreto.legislativo,stato,31,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;242
urn:nir:stato:decreto.legislativo:1996;241,1996,Decreto legislativo 19 marzo 241/1996,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;241
urn:nir:stato:decreto.legislativo:1996;239,1996,Decreto legislativo 1 aprile 239/1996,decreto.legislativo,stato,13,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;239
urn:nir:stato:decreto.legislativo:1996;207,1996,Decreto legislativo 28 marzo 207/1996,decreto.legislativo,stato,7,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;207
urn:nir:stato:decreto.legislativo:1996;206,1996,Decreto legislativo 19 marzo 206/1996,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;206
urn:nir:stato:decreto.legislativo:1996;205,1996,Decreto legislativo 15 marzo 205/1996,decreto.legislativo,stato,4,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;205
urn:nir:stato:decreto.legislativo:1996;204,1996,Decreto legislativo 15 marzo 204/1996,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;204
urn:nir:stato:decreto.legislativo:1996;198,1996,Decreto legislativo 19 marzo 198/1996,decreto.legislativo,stato,32,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;198
urn:nir:stato:decreto.legislativo:1996;197,1996,Decreto legislativo 12 aprile 197/1996,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;197
urn:nir:stato:decreto.legislativo:1996;104,1996,Decreto legislativo 16 febbraio 104/1996,decreto.legislativo,stato,15,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;104
urn:nir:stato:decreto.legislativo:1996;103,1996,Decreto legislativo 10 febbraio 103/1996,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;103
urn:nir:stato:decreto.legislativo:1996;46,1996,Decreto legislativo 11 gennaio 46/1996,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1996;46
urn:nir:stato:decreto.legislativo:1997;505,1997,Decreto Legislativo 30 Dicembre 505/1997,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;505
urn:nir:stato:decreto.legislativo:1997;504,1997,Decreto Legislativo 30 Dicembre 504/1997,decreto.legislativo,stato,13,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;504
urn:nir:stato:decreto.legislativo:1997;498,1997,Decreto Legislativo 30 Dicembre 498/1997,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;498
urn:nir:stato:decreto.legislativo:1997;490,1997,Decreto Legislativo 30 Dicembre 490/1997,decreto.legislativo,stato,85,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;490
urn:nir:stato:decreto.legislativo:1997;473,1997,Decreto Legislativo 18 Dicembre 473/1997,decreto.legislativo,stato,21,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;473
urn:nir:stato:decreto.legislativo:1997;472,1997,Decreto Legislativo 18 Dicembre 472/1997,decreto.legislativo,stato,32,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;472
urn:nir:stato:decreto.legislativo:1997;471,1997,Decreto Legislativo 18 Dicembre 471/1997,decreto.legislativo,stato,18,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;471
urn:nir:stato:decreto.legislativo:1997;469,1997,Decreto Legislativo 23 Dicembre 469/1997,decreto.legislativo,stato,12,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;469
urn:nir:stato:decreto.legislativo:1997;468,1997,Decreto Legislativo 1 Dicembre 468/1997,decreto.legislativo,stato,13,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;468
urn:nir:stato:decreto.legislativo:1997;467,1997,Decreto Legislativo 18 Dicembre 467/1997,decreto.legislativo,stato,4,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;467
urn:nir:stato:decreto.legislativo:1997;466,1997,Decreto Legislativo 18 Dicembre 466/1997,decreto.legislativo,stato,7,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;466
urn:nir:stato:decreto.legislativo:1997;464,1997,Decreto Legislativo 28 Novembre 464/1997,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;464
urn:nir:stato:decreto.legislativo:1997;463,1997,Decreto Legislativo 18 Dicembre 463/1997,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;463
urn:nir:stato:decreto.legislativo:1997;462,1997,Decreto Legislativo 18 Dicembre 462/1997,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;462
urn:nir:stato:decreto.legislativo:1997;461,1997,Decreto Legislativo 21 Novembre 461/1997,decreto.legislativo,stato,16,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;461
urn:nir:stato:decreto.legislativo:1997;460,1997,Decreto Legislativo 4 Dicembre 460/1997,decreto.legislativo,stato,30,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;460
urn:nir:stato:decreto.legislativo:1997;459,1997,Decreto Legislativo 28 Novembre 459/1997,decreto.legislativo,stato,5,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;459
urn:nir:stato:decreto.legislativo:1997;446,1997,Decreto Legislativo 15 Dicembre 446/1997,decreto.legislativo,stato,69,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;446
urn:nir:stato:decreto.legislativo:1997;435,1997,Decreto Legislativo 21 Novembre 435/1997,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;435
urn:nir:stato:decreto.legislativo:1997;430,1997,Decreto Legislativo 5 Dicembre 430/1997,decreto.legislativo,stato,14,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;430
urn:nir:stato:decreto.legislativo:1997;426,1997,Decreto Legislativo 18 Novembre 426/1997,decreto.legislativo,stato,13,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;426
urn:nir:stato:decreto.legislativo:1997;422,1997,Decreto Legislativo 19 Novembre 422/1997,decreto.legislativo,stato,21,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;422
urn:nir:stato:decreto.legislativo:1997;414,1997,Decreto Legislativo 19 Novembre 414/1997,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;414
urn:nir:stato:decreto.legislativo:1997;398,1997,Decreto Legislativo 17 Novembre 398/1997,decreto.legislativo,stato,20,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;398
urn:nir:stato:decreto.legislativo:1997;396,1997,Decreto Legislativo 4 Novembre 396/1997,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;396
urn:nir:stato:decreto.legislativo:1997;389,1997,Decreto Legislativo 8 Novembre 389/1997,decreto.legislativo,stato,12,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;389
urn:nir:stato:decreto.legislativo:1997;385,1997,Decreto Legislativo 2 Ottobre 385/1997,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;385
urn:nir:stato:decreto.legislativo:1997;358,1997,Decreto Legislativo 8 Ottobre 358/1997,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;358
urn:nir:stato:decreto.legislativo:1997;354,1997,Decreto Legislativo 9 Settembre 354/1997,decreto.legislativo,stato,34,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;354
urn:nir:stato:decreto.legislativo:1997;342,1997,Decreto Legislativo 15 Settembre 342/1997,decreto.legislativo,stato,20,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;342
urn:nir:stato:decreto.legislativo:1997;321,1997,Decreto Legislativo 2 Settembre 321/1997,decreto.legislativo,stato,5,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;321
urn:nir:stato:decreto.legislativo:1997;320,1997,Decreto Legislativo 2 Settembre 320/1997,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;320
urn:nir:stato:decreto.legislativo:1997;314,1997,Decreto Legislativo 2 Settembre 314/1997,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;314
urn:nir:stato:decreto.legislativo:1997;313,1997,Decreto Legislativo 2 Settembre 313/1997,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;313
urn:nir:stato:decreto.legislativo:1997;281,1997,Decreto Legislativo 28 Agosto 281/1997,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;281
urn:nir:stato:decreto.legislativo:1997;280,1997,Decreto Legislativo 7 Agosto 280/1997,decreto.legislativo,stato,12,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;280
urn:nir:stato:decreto.legislativo:1997;279,1997,Decreto Legislativo 7 Agosto 279/1997,decreto.legislativo,stato,18,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;279
urn:nir:stato:decreto.legislativo:1997;277,1997,Decreto Legislativo 31 Luglio 277/1997,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;277
urn:nir:stato:decreto.legislativo:1997;275,1997,Decreto Legislativo 28 Luglio 275/1997,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;275
urn:nir:stato:decreto.legislativo:1997;265,1997,Decreto Legislativo 16 Luglio 265/1997,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;265
urn:nir:stato:decreto.legislativo:1997;264,1997,Decreto Legislativo 16 Luglio 264/1997,decreto.legislativo,stato,17,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;264
urn:nir:stato:decreto.legislativo:1997;255,1997,Decreto Legislativo 28 Luglio 255/1997,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;255
urn:nir:stato:decreto.legislativo:1997;250,1997,Decreto Legislativo 25 Luglio 250/1997,decreto.legislativo,stato,15,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;250
urn:nir:stato:decreto.legislativo:1997;244,1997,Decreto Legislativo 30 Giugno 244/1997,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;244
urn:nir:stato:decreto.legislativo:1997;241,1997,Decreto Legislativo 9 Luglio 241/1997,decreto.legislativo,stato,42,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;241
urn:nir:stato:decreto.legislativo:1997;237,1997,Decreto Legislativo 9 Luglio 237/1997,decreto.legislativo,stato,18,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;237
urn:nir:stato:decreto.legislativo:1997;235,1997,Decreto Legislativo 9 Luglio 235/1997,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;235
urn:nir:stato:decreto.legislativo:1997;218,1997,Decreto Legislativo 19 Giugno 218/1997,decreto.legislativo,stato,21,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;218
urn:nir:stato:decreto.legislativo:1997;205,1997,Decreto Legislativo 11 Giugno 205/1997,decreto.legislativo,stato,7,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;205
urn:nir:stato:decreto.legislativo:1997;184,1997,Decreto Legislativo 30 Aprile 184/1997,decreto.legislativo,stato,10,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;184
urn:nir:stato:decreto.legislativo:1997;182,1997,Decreto Legislativo 30 Aprile 182/1997,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;182
urn:nir:stato:decreto.legislativo:1997;181,1997,Decreto Legislativo 24 Aprile 181/1997,decreto.legislativo,stato,7,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;181
urn:nir:stato:decreto.legislativo:1997;180,1997,Decreto Legislativo 30 Aprile 180/1997,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;180
urn:nir:stato:decreto.legislativo:1997;173,1997,Decreto Legislativo 26 Maggio 173/1997,decreto.legislativo,stato,92,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;173
urn:nir:stato:decreto.legislativo:1997;166,1997,Decreto Legislativo 30 Aprile 166/1997,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;166
urn:nir:stato:decreto.legislativo:1997;165,1997,Decreto Legislativo 30 Aprile 165/1997,decreto.legislativo,stato,12,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;165
urn:nir:stato:decreto.legislativo:1997;164,1997,Decreto Legislativo 24 Aprile 164/1997,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;164
urn:nir:stato:decreto.legislativo:1997;157,1997,Decreto Legislativo 30 Aprile 157/1997,decreto.legislativo,stato,4,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;157
urn:nir:stato:decreto.legislativo:1997;156,1997,Decreto Legislativo 26 Maggio 156/1997,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;156
urn:nir:stato:decreto.legislativo:1997;155,1997,Decreto Legislativo 26 Maggio 155/1997,decreto.legislativo,stato,12,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;155
urn:nir:stato:decreto.legislativo:1997;154,1997,Decreto Legislativo 26 Maggio 154/1997,decreto.legislativo,stato,18,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;154
urn:nir:stato:decreto.legislativo:1997;153,1997,Decreto Legislativo 26 Maggio 153/1997,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;153
urn:nir:stato:decreto.legislativo:1997;152,1997,Decreto Legislativo 26 Maggio 152/1997,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;152
urn:nir:stato:decreto.legislativo:1997;151,1997,Decreto Legislativo 26 Maggio 151/1997,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;151
urn:nir:stato:decreto.legislativo:1997;149,1997,Decreto Legislativo 30 Aprile 149/1997,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;149
urn:nir:stato:decreto.legislativo:1997;146,1997,Decreto Legislativo 16 Aprile 146/1997,decreto.legislativo,stato,4,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;146
urn:nir:stato:decreto.legislativo:1997;143,1997,Decreto Legislativo 4 Giugno 143/1997,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;143
urn:nir:stato:decreto.legislativo:1997;126,1997,Decreto Legislativo 24 Aprile 126/1997,decreto.legislativo,stato,16,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;126
urn:nir:stato:decreto.legislativo:1997;125,1997,Decreto Legislativo 30 Aprile 125/1997,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;125
urn:nir:stato:decreto.legislativo:1997;123,1997,Decreto Legislativo 9 Maggio 123/1997,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;123
urn:nir:stato:decreto.legislativo:1997;089,1997,Decreto Legislativo 24 Febbraio 89/1997,decreto.legislativo,stato,10,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;089
urn:nir:stato:decreto.legislativo:1997;055,1997,Decreto Legislativo 11 Febbraio 55/1997,decreto.legislativo,stato,27,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;055
urn:nir:stato:decreto.legislativo:1997;052,1997,Decreto Legislativo 3 Febbraio 52/1997,decreto.legislativo,stato,54,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;052
urn:nir:stato:decreto.legislativo:1997;047,1997,Decreto Legislativo 24 Febbraio 47/1997,decreto.legislativo,stato,24,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;047
urn:nir:stato:decreto.legislativo:1997;046,1997,Decreto Legislativo 24 Febbraio 46/1997,decreto.legislativo,stato,40,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;046
urn:nir:stato:decreto.legislativo:1997;045,1997,Decreto Legislativo 24 Febbraio 45/1997,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;045
urn:nir:stato:decreto.legislativo:1997;044,1997,Decreto Legislativo 18 Febbraio 44/1997,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;044
urn:nir:stato:decreto.legislativo:1997;043,1997,Decreto Legislativo 24 Febbraio 43/1997,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;043
urn:nir:stato:decreto.legislativo:1997;042,1997,Decreto Legislativo 24 Febbraio 42/1997,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;042
urn:nir:stato:decreto.legislativo:1997;041,1997,Decreto Legislativo 24 Febbraio 41/1997,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;041
urn:nir:stato:decreto.legislativo:1997;040,1997,Decreto Legislativo 24 Febbraio 40/1997,decreto.legislativo,stato,17,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;040
urn:nir:stato:decreto.legislativo:1997;039,1997,Decreto Legislativo 24 Febbraio 39/1997,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;039
urn:nir:stato:decreto.legislativo:1997;029,1997,Decreto Legislativo 24 Febbraio 29/1997,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;029
urn:nir:stato:decreto.legislativo:1997;026,1997,Decreto Legislativo 29 Gennaio 26/1997,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;026
urn:nir:stato:decreto.legislativo:1997;022,1997,Decreto Legislativo 5 Febbraio 22/1997,decreto.legislativo,stato,70,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;022
urn:nir:stato:decreto.legislativo:1997;010,1997,Decreto Legislativo 2 Gennaio 10/1997,decreto.legislativo,stato,13,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;010
urn:nir:stato:decreto.legislativo:1997;009,1997,Decreto Legislativo 2 Gennaio 9/1997,decreto.legislativo,stato,18,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;009
urn:nir:stato:decreto.legislativo:1997;008,1997,Decreto Legislativo 2 Gennaio 8/1997,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;008
urn:nir:stato:decreto.legislativo:1997;007,1997,Decreto Legislativo 2 Gennaio 7/1997,decreto.legislativo,stato,21,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1997;007
urn:nir:stato:decreto.legislativo:1998;506,1998,Decreto Legislativo 15 Dicembre 506/1998,decreto.legislativo,stato,5,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;506
urn:nir:stato:decreto.legislativo:1998;504,1998,Decreto Legislativo 23 Dicembre 504/1998,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;504
urn:nir:stato:decreto.legislativo:1998;496,1998,Decreto Legislativo 28 Dicembre 496/1998,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;496
urn:nir:stato:decreto.legislativo:1998;495,1998,Decreto Legislativo 21 Dicembre 495/1998,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;495
urn:nir:stato:decreto.legislativo:1998;493,1998,Decreto Legislativo 22 Dicembre 493/1998,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;493
urn:nir:stato:decreto.legislativo:1998;492,1998,Decreto Legislativo 21 Dicembre 492/1998,decreto.legislativo,stato,12,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;492
urn:nir:stato:decreto.legislativo:1998;490,1998,Decreto Legislativo 28 Dicembre 490/1998,decreto.legislativo,stato,4,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;490
urn:nir:stato:decreto.legislativo:1998;489,1998,Decreto Legislativo 15 Dicembre 489/1998,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;489
urn:nir:stato:decreto.legislativo:1998;488,1998,Decreto Legislativo 15 Dicembre 488/1998,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;488
urn:nir:stato:decreto.legislativo:1998;487,1998,Decreto Legislativo 15 Dicembre 487/1998,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;487
urn:nir:stato:decreto.legislativo:1998;460,1998,Decreto Legislativo 23 Novembre 460/1998,decreto.legislativo,stato,14,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;460
urn:nir:stato:decreto.legislativo:1998;455,1998,Decreto Legislativo 3 Novembre 455/1998,decreto.legislativo,stato,32,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;455
urn:nir:stato:decreto.legislativo:1998;432,1998,Decreto Legislativo 19 Novembre 432/1998,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;432
urn:nir:stato:decreto.legislativo:1998;427,1998,Decreto Legislativo 9 Novembre 427/1998,decreto.legislativo,stato,13,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;427
urn:nir:stato:decreto.legislativo:1998;422,1998,Decreto Legislativo 19 Novembre 422/1998,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;422
urn:nir:stato:decreto.legislativo:1998;414,1998,Decreto Legislativo 3 Novembre 414/1998,decreto.legislativo,stato,4,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;414
urn:nir:stato:decreto.legislativo:1998;410,1998,Decreto Legislativo 23 Ottobre 410/1998,decreto.legislativo,stato,13,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;410
urn:nir:stato:decreto.legislativo:1998;402,1998,Decreto Legislativo 20 Ottobre 402/1998,decreto.legislativo,stato,26,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1998;402
