Uid,year,name,type,who,Nart,link
urn:nir:stato:decreto.legislativo:2006;062,2006,Decreto Legislativo 7 Febbraio 62/2006,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2006;062
urn:nir:stato:decreto.legislativo:2006;042,2006,Decreto Legislativo 2 Febbraio 42/2006,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2006;042
urn:nir:stato:decreto.legislativo:2006;040,2006,Decreto Legislativo 2 Febbraio 40/2006,decreto.legislativo,stato,29,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2006;040
urn:nir:stato:decreto.legislativo:2006;036,2006,Decreto Legislativo 31 Gennaio 36/2006,decreto.legislativo,stato,15,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2006;036
urn:nir:stato:decreto.legislativo:2006;035,2006,Decreto Legislativo 2 Febbraio 35/2006,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2006;035
urn:nir:stato:decreto.legislativo:2006;030,2006,Decreto Legislativo 2 Febbraio 30/2006,decreto.legislativo,stato,7,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2006;030
urn:nir:stato:decreto.legislativo:2006;028,2006,Decreto Legislativo 23 Gennaio 28/2006,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2006;028
urn:nir:stato:decreto.legislativo:2006;026,2006,Decreto Legislativo 30 Gennaio 26/2006,decreto.legislativo,stato,44,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2006;026
urn:nir:stato:decreto.legislativo:2006;025,2006,Decreto Legislativo 27 Gennaio 25/2006,decreto.legislativo,stato,26,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2006;025
urn:nir:stato:decreto.legislativo:2006;024,2006,Decreto Legislativo 23 Gennaio 24/2006,decreto.legislativo,stato,10,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2006;024
urn:nir:stato:decreto.legislativo:2006;020,2006,Decreto Legislativo 16 Gennaio 20/2006,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2006;020
urn:nir:stato:decreto.legislativo:2006;005,2006,Decreto Legislativo 9 Gennaio 5/2006,decreto.legislativo,stato,153,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2006;005
urn:nir:stato:decreto.legislativo:2007;274,2007,Decreto Legislativo 29 Dicembre 274/2007,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;274
urn:nir:stato:decreto.legislativo:2007;262,2007,Decreto Legislativo 29 Dicembre 262/2007,decreto.legislativo,stato,7,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;262
urn:nir:stato:decreto.legislativo:2007;261,2007,Decreto Legislativo 20 Dicembre 261/2007,decreto.legislativo,stato,32,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;261
urn:nir:stato:decreto.legislativo:2007;257,2007,Decreto Legislativo 19 Novembre 257/2007,decreto.legislativo,stato,7,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;257
urn:nir:stato:decreto.legislativo:2007;251,2007,Decreto Legislativo 19 Novembre 251/2007,decreto.legislativo,stato,34,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;251
urn:nir:stato:decreto.legislativo:2007;234,2007,Decreto Legislativo 19 Novembre 234/2007,decreto.legislativo,stato,10,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;234
urn:nir:stato:decreto.legislativo:2007;232,2007,Decreto Legislativo 9 Novembre 232/2007,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;232
urn:nir:stato:decreto.legislativo:2007;231,2007,Decreto Legislativo 21 Novembre 231/2007,decreto.legislativo,stato,81,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;231
urn:nir:stato:decreto.legislativo:2007;229,2007,Decreto Legislativo 19 Novembre 229/2007,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;229
urn:nir:stato:decreto.legislativo:2007;226,2007,Decreto Legislativo 19 Novembre 226/2007,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;226
urn:nir:stato:decreto.legislativo:2007;221,2007,Decreto Legislativo 23 Ottobre 221/2007,decreto.legislativo,stato,22,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;221
urn:nir:stato:decreto.legislativo:2007;208,2007,Decreto Legislativo 6 Novembre 208/2007,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;208
urn:nir:stato:decreto.legislativo:2007;207,2007,Decreto Legislativo 6 Novembre 207/2007,decreto.legislativo,stato,15,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;207
urn:nir:stato:decreto.legislativo:2007;206,2007,Decreto Legislativo 6 Novembre 206/2007,decreto.legislativo,stato,80,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;206
urn:nir:stato:decreto.legislativo:2007;205,2007,Decreto Legislativo 6 Novembre 205/2007,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;205
urn:nir:stato:decreto.legislativo:2007;204,2007,Decreto Legislativo 6 Novembre 204/2007,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;204
urn:nir:stato:decreto.legislativo:2007;203,2007,Decreto Legislativo 6 Novembre 203/2007,decreto.legislativo,stato,18,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;203
urn:nir:stato:decreto.legislativo:2007;202,2007,Decreto Legislativo 6 Novembre 202/2007,decreto.legislativo,stato,15,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;202
urn:nir:stato:decreto.legislativo:2007;201,2007,Decreto Legislativo 6 Novembre 201/2007,decreto.legislativo,stato,26,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;201
urn:nir:stato:decreto.legislativo:2007;200,2007,Decreto Legislativo 6 Novembre 200/2007,decreto.legislativo,stato,44,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;200
urn:nir:stato:decreto.legislativo:2007;199,2007,Decreto Legislativo 6 Novembre 199/2007,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;199
urn:nir:stato:decreto.legislativo:2007;198,2007,Decreto Legislativo 6 Novembre 198/2007,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;198
urn:nir:stato:decreto.legislativo:2007;197,2007,Decreto Legislativo 6 Novembre 197/2007,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;197
urn:nir:stato:decreto.legislativo:2007;196,2007,Decreto Legislativo 6 Novembre 196/2007,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;196
urn:nir:stato:decreto.legislativo:2007;195,2007,Decreto Legislativo 6 Novembre 195/2007,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;195
urn:nir:stato:decreto.legislativo:2007;194,2007,Decreto Legislativo 6 Novembre 194/2007,decreto.legislativo,stato,41,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;194
urn:nir:stato:decreto.legislativo:2007;193,2007,Decreto Legislativo 6 Novembre 193/2007,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;193
urn:nir:stato:decreto.legislativo:2007;192,2007,Decreto Legislativo 6 Novembre 192/2007,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;192
urn:nir:stato:decreto.legislativo:2007;191,2007,Decreto Legislativo 6 Novembre 191/2007,decreto.legislativo,stato,31,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;191
urn:nir:stato:decreto.legislativo:2007;179,2007,Decreto Legislativo 8 Ottobre 179/2007,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;179
urn:nir:stato:decreto.legislativo:2007;178,2007,Decreto Legislativo 27 Settembre 178/2007,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;178
urn:nir:stato:decreto.legislativo:2007;172,2007,Decreto Legislativo 4 Ottobre 172/2007,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;172
urn:nir:stato:decreto.legislativo:2007;169,2007,Decreto Legislativo 12 Settembre 169/2007,decreto.legislativo,stato,22,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;169
urn:nir:stato:decreto.legislativo:2007;164,2007,Decreto Legislativo 17 Settembre 164/2007,decreto.legislativo,stato,19,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;164
urn:nir:stato:decreto.legislativo:2007;163,2007,Decreto Legislativo 10 Agosto 163/2007,decreto.legislativo,stato,29,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;163
urn:nir:stato:decreto.legislativo:2007;162,2007,Decreto Legislativo 10 Agosto 162/2007,decreto.legislativo,stato,33,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;162
urn:nir:stato:decreto.legislativo:2007;154,2007,Decreto Legislativo 10 Agosto 154/2007,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;154
urn:nir:stato:decreto.legislativo:2007;152,2007,Decreto Legislativo 3 Agosto 152/2007,decreto.legislativo,stato,15,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;152
urn:nir:stato:decreto.legislativo:2007;151,2007,Decreto Legislativo 25 Luglio 151/2007,decreto.legislativo,stato,20,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;151
urn:nir:stato:decreto.legislativo:2007;150,2007,Decreto Legislativo 2 Agosto 150/2007,decreto.legislativo,stato,15,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;150
urn:nir:stato:decreto.legislativo:2007;146,2007,Decreto Legislativo 2 Agosto 146/2007,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;146
urn:nir:stato:decreto.legislativo:2007;145,2007,Decreto Legislativo 2 Agosto 145/2007,decreto.legislativo,stato,10,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;145
urn:nir:stato:decreto.legislativo:2007;144,2007,Decreto Legislativo 2 Agosto 144/2007,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;144
urn:nir:stato:decreto.legislativo:2007;143,2007,Decreto Legislativo 24 Luglio 143/2007,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;143
urn:nir:stato:decreto.legislativo:2007;142,2007,Decreto Legislativo 2 Agosto 142/2007,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;142
urn:nir:stato:decreto.legislativo:2007;141,2007,Decreto Legislativo 2 Agosto 141/2007,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;141
urn:nir:stato:decreto.legislativo:2007;140,2007,Decreto Legislativo 2 Agosto 140/2007,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;140
urn:nir:stato:decreto.legislativo:2007;137,2007,Decreto Legislativo 31 Luglio 137/2007,decreto.legislativo,stato,5,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;137
urn:nir:stato:decreto.legislativo:2007;136,2007,Decreto Legislativo 24 Luglio 136/2007,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;136
urn:nir:stato:decreto.legislativo:2007;113,2007,Decreto Legislativo 31 Luglio 113/2007,decreto.legislativo,stato,5,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;113
urn:nir:stato:decreto.legislativo:2007;109,2007,Decreto Legislativo 22 Giugno 109/2007,decreto.legislativo,stato,26,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;109
urn:nir:stato:decreto.legislativo:2007;094,2007,Decreto Legislativo 11 Luglio 94/2007,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;094
urn:nir:stato:decreto.legislativo:2007;083,2007,Decreto Legislativo 21 Maggio 83/2007,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;083
urn:nir:stato:decreto.legislativo:2007;065,2007,Decreto Legislativo 26 Aprile 65/2007,decreto.legislativo,stato,5,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;065
urn:nir:stato:decreto.legislativo:2007;052,2007,Decreto Legislativo 6 Febbraio 52/2007,decreto.legislativo,stato,29,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;052
urn:nir:stato:decreto.legislativo:2007;051,2007,Decreto Legislativo 28 Marzo 51/2007,decreto.legislativo,stato,7,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;051
urn:nir:stato:decreto.legislativo:2007;050,2007,Decreto Legislativo 2 Marzo 50/2007,decreto.legislativo,stato,15,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;050
urn:nir:stato:decreto.legislativo:2007;049,2007,Decreto Legislativo 6 Febbraio 49/2007,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;049
urn:nir:stato:decreto.legislativo:2007;048,2007,Decreto Legislativo 6 Febbraio 48/2007,decreto.legislativo,stato,17,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;048
urn:nir:stato:decreto.legislativo:2007;047,2007,Decreto Legislativo 31 Gennaio 47/2007,decreto.legislativo,stato,16,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;047
urn:nir:stato:decreto.legislativo:2007;035,2007,Decreto Legislativo 2 Marzo 35/2007,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;035
urn:nir:stato:decreto.legislativo:2007;034,2007,Decreto Legislativo 2 Marzo 34/2007,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;034
urn:nir:stato:decreto.legislativo:2007;033,2007,Decreto Legislativo 2 Marzo 33/2007,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;033
urn:nir:stato:decreto.legislativo:2007;032,2007,Decreto Legislativo 2 Febbraio 32/2007,decreto.legislativo,stato,5,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;032
urn:nir:stato:decreto.legislativo:2007;030,2007,Decreto Legislativo 6 Febbraio 30/2007,decreto.legislativo,stato,28,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;030
urn:nir:stato:decreto.legislativo:2007;028,2007,Decreto Legislativo 6 Febbraio 28/2007,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;028
urn:nir:stato:decreto.legislativo:2007;026,2007,Decreto Legislativo 2 Febbraio 26/2007,decreto.legislativo,stato,9,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;026
urn:nir:stato:decreto.legislativo:2007;025,2007,Decreto Legislativo 6 Febbraio 25/2007,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;025
urn:nir:stato:decreto.legislativo:2007;024,2007,Decreto Legislativo 25 Gennaio 24/2007,decreto.legislativo,stato,10,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;024
urn:nir:stato:decreto.legislativo:2007;022,2007,Decreto Legislativo 2 Febbraio 22/2007,decreto.legislativo,stato,66,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;022
urn:nir:stato:decreto.legislativo:2007;020,2007,Decreto Legislativo 8 Febbraio 20/2007,decreto.legislativo,stato,23,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;020
urn:nir:stato:decreto.legislativo:2007;011,2007,Decreto Legislativo 12 Gennaio 11/2007,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;011
urn:nir:stato:decreto.legislativo:2007;006,2007,Decreto Legislativo 26 Gennaio 6/2007,decreto.legislativo,stato,5,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;006
urn:nir:stato:decreto.legislativo:2007;005,2007,Decreto Legislativo 8 Gennaio 5/2007,decreto.legislativo,stato,4,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;005
urn:nir:stato:decreto.legislativo:2007;003,2007,Decreto Legislativo 8 Gennaio 3/2007,decreto.legislativo,stato,4,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2007;003
urn:nir:stato:decreto.legislativo:2008;214,2008,Decreto Legislativo 22 Dicembre 214/2008,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;214
urn:nir:stato:decreto.legislativo:2008;195,2008,Decreto Legislativo 19 Novembre 195/2008,decreto.legislativo,stato,17,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;195
urn:nir:stato:decreto.legislativo:2008;194,2008,Decreto Legislativo 19 Novembre 194/2008,decreto.legislativo,stato,20,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;194
urn:nir:stato:decreto.legislativo:2008;188,2008,Decreto Legislativo 20 Novembre 188/2008,decreto.legislativo,stato,34,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;188
urn:nir:stato:decreto.legislativo:2008;187,2008,Decreto Legislativo 17 Novembre 187/2008,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;187
urn:nir:stato:decreto.legislativo:2008;173,2008,Decreto Legislativo 3 Novembre 173/2008,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;173
urn:nir:stato:decreto.legislativo:2008;160,2008,Decreto Legislativo 3 Ottobre 160/2008,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;160
urn:nir:stato:decreto.legislativo:2008;159,2008,Decreto Legislativo 3 Ottobre 159/2008,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;159
urn:nir:stato:decreto.legislativo:2008;152,2008,Decreto Legislativo 11 Settembre 152/2008,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;152
urn:nir:stato:decreto.legislativo:2008;148,2008,Decreto Legislativo 4 Agosto 148/2008,decreto.legislativo,stato,67,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;148
urn:nir:stato:decreto.legislativo:2008;145,2008,Decreto Legislativo 28 Luglio 145/2008,decreto.legislativo,stato,14,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;145
urn:nir:stato:decreto.legislativo:2008;144,2008,Decreto Legislativo 4 Agosto 144/2008,decreto.legislativo,stato,19,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;144
urn:nir:stato:decreto.legislativo:2008;142,2008,Decreto Legislativo 2 Agosto 142/2008,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;142
urn:nir:stato:decreto.legislativo:2008;120,2008,Decreto Legislativo 26 Giugno 120/2008,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;120
urn:nir:stato:decreto.legislativo:2008;118,2008,Decreto Legislativo 30 Maggio 118/2008,decreto.legislativo,stato,19,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;118
urn:nir:stato:decreto.legislativo:2008;117,2008,Decreto Legislativo 30 Maggio 117/2008,decreto.legislativo,stato,27,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;117
urn:nir:stato:decreto.legislativo:2008;116,2008,Decreto Legislativo 30 Maggio 116/2008,decreto.legislativo,stato,24,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;116
urn:nir:stato:decreto.legislativo:2008;115,2008,Decreto Legislativo 30 Maggio 115/2008,decreto.legislativo,stato,23,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;115
urn:nir:stato:decreto.legislativo:2008;109,2008,Decreto Legislativo 30 Maggio 109/2008,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;109
urn:nir:stato:decreto.legislativo:2008;108,2008,Decreto Legislativo 30 Maggio 108/2008,decreto.legislativo,stato,20,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;108
urn:nir:stato:decreto.legislativo:2008;082,2008,Decreto Legislativo 18 Aprile 82/2008,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;082
urn:nir:stato:decreto.legislativo:2008;081,2008,Decreto Legislativo 9 Aprile 81/2008,decreto.legislativo,stato,371,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;081
urn:nir:stato:decreto.legislativo:2008;063,2008,Decreto Legislativo 26 Marzo 63/2008,decreto.legislativo,stato,5,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;063
urn:nir:stato:decreto.legislativo:2008;062,2008,Decreto Legislativo 26 Marzo 62/2008,decreto.legislativo,stato,4,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;062
urn:nir:stato:decreto.legislativo:2008;056,2008,Decreto Legislativo 29 Febbraio 56/2008,decreto.legislativo,stato,23,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;056
urn:nir:stato:decreto.legislativo:2008;051,2008,Decreto Legislativo 7 Marzo 51/2008,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;051
urn:nir:stato:decreto.legislativo:2008;050,2008,Decreto Legislativo 7 Marzo 50/2008,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;050
urn:nir:stato:decreto.legislativo:2008;046,2008,Decreto Legislativo 21 Febbraio 46/2008,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;046
urn:nir:stato:decreto.legislativo:2008;035,2008,Decreto Legislativo 28 Febbraio 35/2008,decreto.legislativo,stato,16,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;035
urn:nir:stato:decreto.legislativo:2008;033,2008,Decreto Legislativo 14 Febbraio 33/2008,decreto.legislativo,stato,1,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;033
urn:nir:stato:decreto.legislativo:2008;032,2008,Decreto Legislativo 28 Febbraio 32/2008,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;032
urn:nir:stato:decreto.legislativo:2008;029,2008,Decreto Legislativo 28 Gennaio 29/2008,decreto.legislativo,stato,4,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;029
urn:nir:stato:decreto.legislativo:2008;028,2008,Decreto Legislativo 28 Gennaio 28/2008,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;028
urn:nir:stato:decreto.legislativo:2008;026,2008,Decreto Legislativo 28 Gennaio 26/2008,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;026
urn:nir:stato:decreto.legislativo:2008;025,2008,Decreto Legislativo 28 Gennaio 25/2008,decreto.legislativo,stato,47,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;025
urn:nir:stato:decreto.legislativo:2008;022,2008,Decreto Legislativo 14 Gennaio 22/2008,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;022
urn:nir:stato:decreto.legislativo:2008;021,2008,Decreto Legislativo 14 Gennaio 21/2008,decreto.legislativo,stato,6,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;021
urn:nir:stato:decreto.legislativo:2008;017,2008,Decreto Legislativo 9 Gennaio 17/2008,decreto.legislativo,stato,2,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;017
urn:nir:stato:decreto.legislativo:2008;013,2008,Decreto Legislativo 28 Gennaio 13/2008,decreto.legislativo,stato,3,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;013
urn:nir:stato:decreto.legislativo:2008;009,2008,Decreto Legislativo 9 Gennaio 9/2008,decreto.legislativo,stato,30,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;009
urn:nir:stato:decreto.legislativo:2008;004,2008,Decreto Legislativo 16 Gennaio 4/2008,decreto.legislativo,stato,11,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2008;004
urn:nir:stato:decreto.legislativo:2009;213,2009,Decreto Legislativo 31 Dicembre 213/2009,decreto.legislativo,stato,18,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2009;213
urn:nir:stato:decreto.legislativo:2009;198,2009,Decreto Legislativo 20 Dicembre 198/2009,decreto.legislativo,stato,8,http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2009;198
